username,orig_sentence,cleaned_sentence,category,sub-category
tweets_Mancii_goyal,The differences in the between Delhi and Gujarat models and I is that riots stopped in Gujarat from 2002 and riots started in Delhi from 2015 #KapilExposesKejriwal,difference delhi gujarat model riot stop gujarat 2002 riot start delhi 2015,negative,criticism
tweets_wshivKumar6,Really want to say that against the AAP demanding Arvind Kejriwal to make public the details of foreign tours of five AAP leaders.#KapilExposesKejriwal,really want say aap demand arvind kejriwal make public detail foreign tour five aap leader,negative,criticism
tweets_ByDaulee,"I thought he is well educated but it shocked after seeing it
#KapilExposesKejriwal",think well educate shock see,negative,criticism
tweets_yashitaa4,"People are not happy with this
Pay attention to this...I think this is the best news that you are waiting for the whole day #KapilExposesKejriwal",people not happy pay attention thisi think best news wait whole day,negative,criticism
tweets_ram_aaj,"People have no faith in his leadership and we all are Angry.
#KapilExposesKejriwal",people faith leadership angry,negative,criticism
tweets_Sohit____6156,"This is dealing between this country is that employee's also stopped get salary exposed to the first ???�???� 
 #KapilExposesKejriwal",deal country employee also stop get salary expose first,negative,criticism
tweets_donaniljaat78,"I want to ask the mothers and sisters of Gujarat that the one who gives one bottle free on one bottle wants to progress or ruin your homes?
 #KapilExposesKejriwal",want ask mother sister gujarat give bottle free bottle want progress ruin home,negative,criticism
tweets_Rohitkushwahaok,"Delhi model mean ban on dipawali n not crackers n ganesh immersion... While kejriwal himself has a carpet for fasting afternoon.
#KapilExposesKejriwal",delhi model mean ban dipawali n not cracker n ganesh immersion kejriwal carpet fast afternoon,negative,criticism
tweets_Divanshithakur1,most polluted city. Every people of Delhi are not happy with the work of Kejriwal Govt #KapilExposesKejriwal,pollute city every people delhi not happy work kejriwal govt,negative,criticism
tweets_Nanditaa101,"They are trying to make their target India indirectly. Everyone can understand their strategies
#KapilExposesKejriwal",try make target india indirectly everyone understand strategy,negative,criticism
tweets_PanduNTRR,"At the time of Corona, Delhi was suffering from oxygen, then the oxygen went from Gujarat...in the country as well as outside the country.
 #kapilExposesKejriwal",time corona delhi suffer oxygen oxygen go gujaratin country well outside country,negative,criticism
tweets_Floki45316594,"Delhi modeli is working on another countries people sheltering here ?
#KapilExposesKejriwal",delhi modeli work another country people shelter,negative,criticism
tweets_rubi_7701,"It's not acceptable thing our country and really serious matter.
#KapilExposesKejriwal",not acceptable thing country really serious matter,negative,criticism
tweets_111111Manu,Any of reason but I am so sorry to get nothing can accept your challenging u did not get will occupied #KapilExposesKejriwal,reason sorry get nothing accept challenge u not get occupied,negative,criticism
tweets_hardikjaatt32,"I want to ask the mothers and sisters of Gujarat that the one who gives one bottle free on one bottle wants to progress or ruin your homes?
 #KapilExposesKejriwal",want ask mother sister gujarat give bottle free bottle want progress ruin home,negative,criticism
tweets_DiyaaSnx313,For increase bank balance Arvind Kejriwal is now getting selfish day by day #KapilExposesKejriwal,increase bank balance arvind kejriwal get selfish day day,negative,criticism
tweets_Jahnviiiii62014,It's the Chief minister of Delhi Arvind Kejriwal who is scaming with the people.. let's raise voice #KapilExposesKejriwal,chief minister delhi arvind kejriwal scam people let raise voice,negative,criticism
tweets_iamDevil_4,"It is a matter of shame that Kejriwal targets other governments but the unemployment rate in Delhi is 8.8%.
#KapilExposesKejriwal",matter shame kejriwal target government unemployment rate delhi 88,negative,criticism
tweets_Anuj__Kshatriya,"Aam Aadmi party should work according to their promises done at the time of elections... it's not acceptable 
#KapilExposesKejriwal",aam aadmi party work accord promise time election not acceptable,negative,criticism
tweets_it_pritii,"Really��?��?We can't expect like this kejriwal government such a disadvantage for Delhi.
#KapilExposesKejriwal",reallywe cant expect like kejriwal government disadvantage delhi,negative,criticism
tweets_parul0722,Everyone has right to know to whom all the jobs are given in Delhi?..#KapilExposesKejriwal,everyone right know job give delhi,negative,criticism
tweets_comeonpant_12,"This will definitely put a effect in our country.! Absolutely shameful.
#KapilExposesKejriwal",definitely put effect country absolutely shameful,negative,criticism
tweets_nuhu89,"Why this man is making his own people Fool?  We need answer on it 
#KapilExposesKejriwal",man make people fool need answer,negative,criticism
tweets_priyanka7490,against the AAP demanding Arvind Kejriwal to make public the details of foreign tours of five AAP leaders.#KapilExposesKejriwal,aap demand arvind kejriwal make public detail foreign tour five aap leader,negative,criticism
tweets_PrasadBokkaa,"Kejriwal ji gives 40,000-40 thousand salary to all Maulvis and Maulanas of Delhi and that same Maulana does Jahangirpuri riots and Shaheen Bagh violence.
 #KapilExposesKejriwal",kejriwal ji give 4000040 thousand salary maulvis maulanas delhi maulana jahangirpuri riot shaheen bagh violence,negative,criticism
tweets_bola_na_nhi_,"Kapil also alleged that Delhiites were cheated in the name of scam in Delhi.
#KapilExposesKejriwal",kapil also allege delhiites cheat name scam delhi,negative,criticism
tweets_uDeepikatiwari,It's true to share with you that Obviously Kejriwal model means the world's most polluted city. Every people of Delhi are not happy with the work of Kejriwal Govt #KapilExposesKejriwal,true share obviously kejriwal model mean world pollute city every people delhi not happy work kejriwal govt,negative,criticism
tweets_ARVINDRA_SINGH_,"Aam Aadmi Party is adopting its treacherous policy in Gujarat by showing the dream of development by fooling the people of Delhi. 

#KapilExposesKejriwal",aam aadmi party adopt treacherous policy gujarat show dream development fool people delhi,negative,criticism
tweets_Tinamar60269036,"Kejriwal's government is a very poor party and will do the work of a scam, nothing for the public.
#KapilExposesKejriwal",kejriwals government poor party work scam nothing public,negative,criticism
tweets_memesadda88,"This is dealing between this country is that employee's also stopped get salary exposes 
 #KapilExposesKejriwal",deal country employee also stop get salary expose,negative,criticism
tweets_gokutard99,"Kapil Mishra  has come to Delhi today to tell the truth of these governments that they have false promises.
#KapilExposesKejriwal",kapil mishra come delhi today tell truth government false promise,negative,criticism
tweets_Rajakumar1000,"One of their most important issues facing these these issues of all all most bravery Act
All are our body ke liye me apka dhniyabad krta hu now 

#KapilExposesKejriwal",important issue face issue bravery act body ke liye apka dhniyabad krta hu,negative,criticism
tweets_EternalJonSnow,"We have to question Kejriwal about the development. Kapil ji asked perfect question from him.  
#KapilExposesKejriwal",question kejriwal development kapil ji ask perfect question,negative,criticism
tweets_heyyanshu,"#KapilExposesKejriwal
Gujarat had its last riot in 2002 whereas Delhi started with riots in 2015 onwards!",gujarat last riot 2002 whereas delhi start riot 2015 onwards,negative,criticism
tweets_Papa_jis2r2,"We will never vote him again he cheated us and it's really bad .
#KapilExposesKejriwal",never vote cheat u really bad,negative,criticism
tweets_BobbyGadu_Local,"This is dealing to make it to is that employee's also stooped get salary expose yourself and 
 #KapilExposesKejriwal",deal make employee also stoop get salary expose,negative,criticism
tweets_ShaktiHero175,"These is really so sad to the reality is that employees also stop getting salary
 #KapilExposesKejriwal",really sad reality employee also stop get salary,negative,criticism
tweets_Aaru8171,"This is dealing in a and b between this country is that employee's also stopped get salary exposes 
 #KapilExposesKejriwal",deal b country employee also stop get salary expose,negative,criticism
tweets_Aaliyacute__01,Thee Delhi model simply means the the setttlements of the day of Rohingyas and the day the and Bangladeshis on the Sabarmati River Front. #KapilExposesKejriwal,thee delhi model simply mean setttlements day rohingyas day bangladeshis sabarmati river front,negative,criticism
tweets_Prashantmalikji,"Very disappointed by him, I thought he is well educated but it shocked after seeing it
#KapilExposesKejriwal",disappointed think well educate shock see,negative,criticism
tweets_Saumyaktariya91,"People like Kejriwal and Manish Sisodia should understand that they have done such a big scam in Delhi, even after that they are in the circle of Gujarat and go to Gujarat once and see how the model is there.
#KapilExposesKejriwal",people like kejriwal manish sisodia understand big scam delhi even circle gujarat go gujarat see model,negative,criticism
tweets_snehatweet44,"We want to ask Kejriwal whether even a single school, a single college, even a new hospital has been built in your government, then you tell us.

 #KapilExposesKejriwal",want ask kejriwal whether even single school single college even new hospital built government tell u,negative,criticism
tweets_shivang29119503,Is this right to distribute free things to people this is not good for our future generation #KapilExposesKejriwal,right distribute free thing people not good future generation,negative,criticism
tweets_abhioonu,"Very  I thought he is well educated but it shocked after seeing it
#KapilExposesKejriwal",think well educate shock see,negative,criticism
tweets_AkshanaThakur1,We want answers from Kejriwal for so many reasons or matters happening in India.#KapilExposesKejriwal,want answer kejriwal many reason matter happen india,negative,criticism
tweets_Priyanshi8057,"Kejriwal is doing a lot of wrong to the government, now whoever points fingers at Gujarat, understand that he is raising Modi ji family.
#KapilExposesKejriwal",kejriwal lot wrong government whoever point finger gujarat understand raise modi ji family,negative,criticism
tweets_Prakash3254,"The way Kejriwal is fooling the public inside Delhi, he is doing a lot wrong, he hasn't even got free water yet, friends, a lot is going wrong inside Delhi.
#KapilExposesKejriwal",way kejriwal fool public inside delhi lot wrong hasnt even get free water yet friends lot go wrong inside delhi,negative,criticism
tweets_Raghu_123_,I must say that Arvind Kejriwal ji of Gujarat Aam Aadmi Party is doing shameful work. So must stop this behaviour done by  #KapilExposesKejriwal,must say arvind kejriwal ji gujarat aam aadmi party shameful work must stop behaviour,negative,criticism
tweets_Yuvraaj0005,"Bjp believe in developing the state
while Aap beleave in looting people's money. #KapilExposesKejriwal",bjp believe develop state aap beleave loot people money,negative,criticism
tweets_sandyasandyyy,"Delhi model means ban on Diwali, no firecrackers, no Ganesha immersion...while Kejriwal puts his own door in the fast iftar
 #KapilExposesKejriwal",delhi model mean ban diwali firecracker ganesha immersionwhile kejriwal put door fast iftar,negative,criticism
tweets_Navyaa_a0315,This is how kejriwal is rulling the Delhi with fraud and scam and he is now exposed #KapilExposesKejriwal,kejriwal rulling delhi fraud scam expose,negative,criticism
tweets_Pratapsinghk100,"One of the must ever have of respect but in order and to bravery Act
All are our body ke liye me apka dhniyabad krta hu now 

#KapilExposesKejriwal",must ever respect order bravery act body ke liye apka dhniyabad krta hu,negative,criticism
tweets_BituKum22311053,"Kejriwal do all the promises in Delhi during election but now they can't fullfill it's a bad exposed by Kapil ji
#KapilExposesKejriwal",kejriwal promise delhi election cant fullfill bad expose kapil ji,negative,criticism
tweets_malipathan21,"Promises to distribute money for free, the reality is that employees also stop getting salary
 #KapilExposesKejriwal",promise distribute money free reality employee also stop get salary,negative,criticism
tweets_sudhirC90428002,"This is a party of scams, nothing should work, just fill your pocket, very bad party, they should leave the government.
#KapilExposesKejriwal",party scam nothing work fill pocket bad party leave government,negative,criticism
tweets_Radhika9924,"Together we all have to raise our voice against it, friends because peas have become very serious, do not in the time Gujarat had given oxygen. 

#KapilExposesKejriwal",together raise voice friend peas become serious not time gujarat give oxygen,negative,criticism
tweets_Rani8731,"This is something new and interesting news
Aam Aadmi party should work according to their promises done at the time of elections. But they are busy in doing corruption.
#KapilExposesKejriwal",something new interesting news aam aadmi party work accord promise time election busy corruption,negative,criticism
tweets_Yuvraj_banna_13,"While announcing his 'expose' of Delhi CM Arvind Kejriwal before the media, AAP's former water-minister Kapil Mishra fainted, probably due to exhaustion. #KapilExposesKejriwal",announce expose delhi cm arvind kejriwal medium aaps former waterminister kapil mishra faint probably due exhaustion,negative,criticism
tweets_Boring_Date,"Crime rate is high in Delhi and we have all control in Gujarat. Modi's big in the progress of Gujarat Hand is they have made Gujarat all is today Gujarat has the highest development in the world

#KapilExposesKejriwal",crime rate high delhi control gujarat modis big progress gujarat hand make gujarat today gujarat high development world,negative,criticism
tweets_Nbhatia0604,"Kapil le kar ayenge sara sach sbke samne jo jo delhi main ho rha hai.
Gujarat has all thecrights to about it.
#KapilExposesKejriwal",kapil le kar ayenge sara sach sbke samne jo jo delhi main ho rha hai gujarat thecrights,negative,criticism
tweets_Amit__0123,the AAP demanding Arvind Kejriwal to make public the details of foreign tours of five AAP leaders.#KapilExposesKejriwal,aap demand arvind kejriwal make public detail foreign tour five aap leader,negative,criticism
tweets_Ankit82600,"Can't even believe this at this stage. Very disappointed
#KapilExposesKejriwal",cant even believe stage disappointed,negative,criticism
tweets_Ramesh_223,"We can't expect like this kejriwal government such a disadvantage for Delhi.
#KapilExposesKejriwal",cant expect like kejriwal government disadvantage delhi,negative,criticism
tweets_Vishu9917,This government Always try again was is not good for people they are making money #KapilExposesKejriwal,government always try not good people make money,negative,criticism
tweets_oonuchauhan,"disappointed by him, I thought he is well educated but it shocked after seeing it
#KapilExposesKejriwal",disappointed think well educate shock see,negative,criticism
tweets_t_ruchitiwari,"In Delhi, 40 percent of the people still come home to drink water from the tank, what is all this going on?

 #KapilExposesKejriwal",delhi 40 percent people still come home drink water tank go,negative,criticism
tweets_it_puja_,"Really???????? It is absolutely true that the one who has come to give for free must have the intention of robbing something, this is absolutely true and clearly visible.#KapilExposesKejriwal",really absolutely true come give free must intention rob something absolutely true clearly visible,negative,criticism
tweets_Priya_singh122,Everyone has right to know to whom all the jobs are given in Delhi?..#KapilExposesKejriwal,everyone right know job give delhi,negative,criticism
tweets_venkat_NTRRR,"To the little children, we explain that do not take anything from someone for free, who has come to give something for free with the intention of robbing something.
 #KapilExposesKejriwal",little child explain not take anything someone free come give something free intention rob something,negative,criticism
tweets_SRaj___2,"Kejriwal government had promised to distribute money for free, but today the truth is that salaries of government employees are not being distributed.
#KapilExposesKejriwal",kejriwal government promise distribute money free today truth salary government employee not distribute,negative,criticism
tweets_AlluArjun420pk,that Kejriwal model means the world's most polluted city. Kejriwal Govt job hasn't done anything for the development of Delhi. #KapilExposesKejriwal,kejriwal model mean world pollute city kejriwal govt job hasnt anything development delhi,negative,criticism
tweets_Tathaga48814316,"Gujarat will never come into this fake spread by Kejriwal to win elections we  are all know 
#KapilExposesKejriwal",gujarat never come fake spread kejriwal win election know,negative,criticism
tweets_kamini5690,"Delhi public should consider this seriously. how did the job of fooling them government
#KapilExposesKejriwal",delhi public consider seriously job fooling government,negative,criticism
tweets_Bajarangi1877,"All the full secret of Kejriwal will be opened gradually, those people are fooling the country in this way or will not be able to run like this.
#KapilExposesKejriwal",full secret kejriwal open gradually people fool country way not able run like,negative,criticism
tweets_mahiji22561503,"We had never even thought so much about Kejriwal that so much one song can do a very bad job.
#KapilExposesKejriwal",never even think much kejriwal much song bad job,negative,criticism
tweets_Aradhna__,"Kejriwal don't deserve to be leader he is really doing shameful work
#KapilExposesKejriwal",kejriwal dont deserve leader really shameful work,negative,criticism
tweets_tiyalavya,"People are not happy with this
Aam Aadmi party should work according to their promises done at the time of elections. But they are busy in doing corruption.
#KapilExposesKejriwal",people not happy aam aadmi party work accord promise time election busy corruption,negative,criticism
tweets_Surojit61834216,I have never expected that Kejriwal will do such a bad thing. He should leave Politics.#KapilExposesKejriwal,never expect kejriwal bad thing leave politics,negative,criticism
tweets_kulsum_singh12,This is very bad we should all stand together and take a voice against them #KapilExposesKejriwal,bad stand together take voice,negative,criticism
tweets_Ayshakumari100,"This is dealing to make it to is that employee's also stooped get salary expose yourself and 
 #KapilExposesKejriwal",deal make employee also stoop get salary expose,negative,criticism
tweets_ManideepNTRR,"In order to distribute the money freely, the fact is that the employees also stop getting salary.
 #KapilExposesKejriwal",order distribute money freely fact employee also stop get salary,negative,criticism
tweets_Armaan_s2r2,"People voted him for not doing such things it's really sad .
#KapilExposesKejriwal",people vote not thing really sad,negative,criticism
tweets_HemanshiPandey,The people of Delhi know that this time the bus has come to rob Delhi. Very delhi peoples know the nature of Kejriwal #KapilExposesKejriwal,people delhi know time bus come rob delhi delhi people know nature kejriwal,negative,criticism
tweets_hum_kya_kar_rhe,"Kapil also alleged that Delhiites were cheated in the name of Mohalla Clinic and through this also a scam of crores was done.
#KapilExposesKejriwal",kapil also allege delhiites cheat name mohalla clinic also scam crore,negative,criticism
tweets_TarakRajesh9,"All bad things he did was exposed at last

#KapilExposesKejriwal",bad thing expose last,negative,criticism
tweets_Rupali4044,"At the time of Corona, Delhi was yearning for oxygen, then oxygen had gone from Gujarat itself, even in the country and outside the country.

 #KapilExposesKejriwal",time corona delhi yearn oxygen oxygen go gujarat even country outside country,negative,criticism
tweets_its_Nikki9,"One of the most bravery Act
All are out now the reality is that employees also stop getting salary
 #KapilExposesKejriwal",bravery act reality employee also stop get salary,negative,criticism
tweets_Ravan_officiall,"Delhi model means injustice with tax payers.
#KapilExposesKejriwal",delhi model mean injustice tax payer,negative,criticism
tweets_RahulKu44780901,"Kapil Mishra always said to the whole country that neither job nor hospital is open by Kejriwal 
#KapilExposesKejriwal",kapil mishra always say whole country neither job hospital open kejriwal,negative,criticism
tweets_Rahul66963,"Very disappointed by him, I thought he is well educated but it shocked after seeing it
#KapilExposesKejriwal",disappointed think well educate shock see,negative,criticism
tweets_iRahul1212,"reality is that employee's also stopped get salary exposes ????
 #KapilExposesKejriwal",reality employee also stop get salary expose,negative,criticism
tweets_Jahnviiiii62014,"I am just amazed after hearing this
Just go and check out this..you will also get it as a surprised news #KapilExposesKejriwal",amazed hearing go check thisyou also get surprised news,negative,criticism
tweets_im_MrSamrat022,"Delhi's Aam Aadmi Party is not short of money, but has money to spend in advertising.
#KapilExposesKejriwal",delhi aam aadmi party not short money money spend advertising,negative,criticism
tweets_Shalu000000,Gujrat people wanted know Arvind Kethatjriwal the water and to Arvind Kejriwal whom given 10 lakh jobs and when as per RTI in dehli only 3246 job given by kejriwal #KapilExposesKejriwal,gujrat people want know arvind kethatjriwal water arvind kejriwal give 10 lakh job per rti dehli 3246 job give kejriwal,negative,criticism
tweets_Akhil_Prabha_45,"Kejriwal knows only how to talk and make false promises to people.. Kapil is coming to expose them.
  #KapilExposesKejriwal",kejriwal know talk make false promise people kapil come expose,negative,criticism
tweets_retiredfan69_,"The Delhi model simply means the settlement of Rohingya and Bangladeshis on the Sabarmati River Front.
 #KapilExposesKejriwal",delhi model simply mean settlement rohingya bangladeshi sabarmati river front,negative,criticism
tweets_rumigautam91200,"Delhi's unemployment rate is 8.8%, yet it is not visible and it is talking about reducing the inflation rate in Gujarat.
#KapilExposesKejriwal",delhis unemployment rate 88 yet not visible talk reduce inflation rate gujarat,negative,criticism
tweets_Ayesha__03,The difference Between the me to wo phone to male to male to a chance Delhi and Gujarat model is that riots stopped in Gujarati and I from 2002 and riots started in Delhi from 2015 #KapilExposesKejriwal,difference wo phone male male chance delhi gujarat model riot stop gujarati 2002 riot start delhi 2015,negative,criticism
tweets_AjaySi7376,Kapil is slowly revealing all the secrets of Kejriwal or it is a very good thing that he who talks about giving for free has the intention of looting the country. #KapilExposesKejriwal,kapil slowly reveal secret kejriwal good thing talk give free intention loot country,negative,criticism
tweets_ChilipiChimtu5,"#KapilExposesKejriwal
Liquor scam etc all are done in Delhi this is worst government in india",liquor scam etc delhi bad government india,negative,criticism
tweets_longhairchoi,"public development chahti hai aur Delhi govt has failed . 
#KapilExposesKejriwal",public development chahti hai aur delhi govt fail,negative,criticism
tweets_vikiviki761992,"How many children roam around begging, the central government has not done anything for them till date.
 
#KapilExposesKejriwal",many child roam around beg central government not anything till date,negative,criticism
tweets_shiyaa64,"We all not accept this
Aam Aadmi party should work according to their promises done at the time of elections.
#KapilExposesKejriwal",not accept aam aadmi party work accord promise time election,negative,criticism
tweets_mahiji22561503,"We had never imagined such a big deal that such references have been given in Arvind Kejriwal.
#KapilExposesKejriwal",never imagine big deal reference give arvind kejriwal,negative,criticism
tweets_Dineshakepati,"Do not take anything from anyone for free, the one who has come to give for free has come with the intention of robbing something
 #KapilExposesKejriwal",not take anything anyone free come give free come intention rob something,negative,criticism
tweets_Austin_alph,"This is reality is that employee's also stopped get salary exposes 
 #KapilExposesKejriwal",reality employee also stop get salary expose,negative,criticism
tweets_mujhekya_,"Kejriwal has committed a big scam in party donations. A network of fake companies has been created to convert black money into white.
#KapilExposesKejriwal",kejriwal commit big scam party donation network fake company create convert black money white,negative,criticism
tweets_kalpnachawla100,"This is dealing between this country is that employee's also stopped get salary exposes 
 #KapilExposesKejriwal",deal country employee also stop get salary expose,negative,criticism
tweets_Jisoo02145889,"The Delhi government and the Gujrat Government have a huge difference. One side is developing and the other is declining their hegemony.
#KapilExposesKejriwal",delhi government gujrat government huge difference side develop decline hegemony,negative,criticism
tweets_RajanChandraIND,Delhi model simply means that they are making Bangladeshis residents. And Arvind Kejriwal's all party people are corrupt and he is looting all his money #KapilExposesKejriwal,delhi model simply mean make bangladeshis resident arvind kejriwals party people corrupt loot money,negative,criticism
tweets_Sonam578089,"Now Kapil Mishra ji will bring all the black exploits of Kejriwal government among us and will keep his truth in front.
#KapilExposesKejriwal",kapil mishra ji bring black exploit kejriwal government among u keep truth front,negative,criticism
tweets_a226784,"I 'd like to ask them what are the clappers who stand behind those who question the military?
#KapilExposesKejriwal",like ask clapper stand behind question military,negative,criticism
tweets_Sankul05,Kejriwal is making insult of the mandate given by delhites to him #KapilExposesKejriwal,kejriwal make insult mandate give delhites,negative,criticism
tweets_YuvrajS99649638,This was the fifth day of his hunger-strike against the AAP demanding Arvind Kejriwal to make public the details of foreign tours of five AAP leaders.#KapilExposesKejriwal,fifth day hungerstrike aap demand arvind kejriwal make public detail foreign tour five aap leader,negative,criticism
tweets_sanay_jaat,"Aap and kejriwal against modi so he always blem modi but some time to he blem modi and hate out country why kejriwal against our nation
#KapilExposesKejriwal",aap kejriwal modi always blem modi time blem modi hate country kejriwal nation,negative,criticism
tweets_Aniketgurjar82,Hey tweeps do you know that Kejriwal model meana to the the world's most polluted city. Kejriwal Govt job hasn't done anything for the development of Delhi. #KapilExposesKejriwal,hey tweeps know kejriwal model meana world pollute city kejriwal govt job hasnt anything development delhi,negative,criticism
tweets_InnocentGilll,"Looks like kejriwal is just working for maulvi and their profit sharer only. And showing sometime different to people of Delhi.
Delhi was out of Oxygen in Corona period.
#KapilExposesKejriwal",look like kejriwal work maulvi profit sharer show sometime different people delhi delhi oxygen corona period,negative,criticism
tweets_nothing_bro_,"Deepawali is prohibited, as are fireworks and Ganesh immersions under the Delhi model. While Kejriwal himself opens the door for iftar when fasting.
#KapilExposesKejriwal",deepawali prohibit firework ganesh immersion delhi model kejriwal open door iftar fasting,negative,criticism
tweets_pant1208,"Never ever expected this!Neee to look into the matter.
#KapilExposesKejriwal",never ever expect thisneee look matter,negative,criticism
tweets_vandana9120050,"I have full faith that the people of Gujarat will reject and show them that what you have done in Delhi is very wrong and you will not be able to do anything here and you will not be able to do anything here.
#KapilExposesKejriwal",full faith people gujarat reject show delhi wrong not able anything not able anything,negative,criticism
tweets_AnkurKu53192153,"Where is 10 lakh job this is fake by Kejriwal expose by today by kapil Mishra ji in Gujarat 
#KapilExposesKejriwal",10 lakh job fake kejriwal expose today kapil mishra ji gujarat,negative,criticism
tweets_Robin_00011,"the people in Delhi do not have access to tap water. What promise are you talking about?
#KapilExposesKejriwal",people delhi not access tap water promise talk,negative,criticism
tweets_sonamsingh1509,"As wecan see that Gujrat model is one of the best model and Delhi have very bad model. Delhi is very much polluted state.

#KapilExposesKejriwal",wecan see gujrat model best model delhi bad model delhi much pollute state,negative,criticism
tweets_janhviii_69,"This is very shameful of kejriwal ji, they always accused of other, but can't see himself.
#KapilExposesKejriwal",shameful kejriwal ji always accuse cant see,negative,criticism
tweets_PriyamD03769594,"After Entering into the power of Kejriwal in Delhi, started agitation with a huge number.  It's really shameful.
#KapilExposesKejriwal",enter power kejriwal delhi start agitation huge number really shameful,negative,criticism
tweets_farjivada420,"because Kapil has exposedies false of Kejriwal and immediate action should be taken
 #KapilExposesKejriwal",kapil exposedies false kejriwal immediate action take,negative,criticism
tweets_SultanaShe,Kejriwal is double faced insan he's doing nothing but cheating it's own people #KapilExposesKejriwal,kejriwal double face insan nothing cheat people,negative,criticism
tweets_supirgori,Kejriwal model means the world's most polluted city. Kejriwal Govt hasn't done anything for the development of Delhi. #KapilExposesKejriwal,kejriwal model mean world pollute city kejriwal govt hasnt anything development delhi,negative,criticism
tweets_suhelChaudhar18,Delhi government is distributing free things to people and that's not good for our future #KapilExposesKejriwal,delhi government distribute free thing people thats not good future,negative,criticism
tweets_kartik5004,"The level of violence in protest you see in Delhi, you will never see in Gujarat. #KapilExposesKejriwal",level violence protest see delhi never see gujarat,negative,criticism
tweets_NehaSharma_3215,"It can not be ignored and taken for granted at all 
#KapilExposesKejriwal",not ignore take grant,negative,criticism
tweets_podiyadav,"Very disappointed by him, I thought he is well educated but it shocked after seeing it
#KapilExposesKejriwal",disappointed think well educate shock see,negative,criticism
tweets_shah_ali44,"This is the really serious matter let's raised voice against the Kejriwal.
#KapilExposesKejriwal",really serious matter let raise voice kejriwal,negative,criticism
tweets_Jand_638,Stopped in Gujarat from 2002 and riots started in Delhi from 2015 #KapilExposesKejriwal,stop gujarat 2002 riot start delhi 2015,negative,criticism
tweets_Sanjana8649,"Everyone is curious to know who has been given 10 lakh jobs in which department.There are still riots happening in Delhi, in the same night everything has stopped slowly.

#KapilExposesKejriwal",everyone curious know give 10 lakh job departmentthere still riot happen delhi night everything stop slowly,negative,criticism
tweets_VenkatTarakk,The difference between Delhi and Gujarat model is that Gujarat stopped riots from 2002 and Delhi started riots from 2015 #KapilExposesKejriwal,difference delhi gujarat model gujarat stop riot 2002 delhi start riot 2015,negative,criticism
tweets_kushwahaSK7897,"I want to say that friends
 Delhi model mean ban on dipawali n not crackers n ganesh immersion... While kejriwal himself has a carpet for fasting afternoon.
#KapilExposesKejriwal",want say friend delhi model mean ban dipawali n not cracker n ganesh immersion kejriwal carpet fast afternoon,negative,criticism
tweets_NehaVer29,Inke khilaf ab hme action lena he pdega guys #KapilExposesKejriwal,inke khilaf ab hme action lena pdega guy,negative,criticism
tweets_Lin_Yi_myheart,"Gujrat will not accept you because u are not doing good work in Delhi u r doing very ordinary work 
#KapilExposesKejriwal",gujrat not accept u not good work delhi u r ordinary work,negative,criticism
tweets_smith10991805,"This is a great news that kejriwal's truth are in front of people . We will not going to support him anymore. 
#KapilExposesKejriwal",great news kejriwals truth front people not go support anymore,negative,criticism
tweets_TeluguDhanush,"#KapilExposesKejriwal
Everything is done under kejriwal direction.. now exposed all by him",everything kejriwal direction expose,negative,criticism
tweets_Vicky_Rajput_,"Kejriwal is one of the most corrupted CM, thanks to Kapil ji for exposing him.
#KapilExposesKejriwal",kejriwal corrupt cm thanks kapil ji expose,negative,criticism
tweets__akshay_sai,"Right shows fired at Kejriwal. He will have no answers to these questions. He must answer it to stay relevant. 
#KapilExposesKejriwal",right show fire kejriwal answer question must answer stay relevant,negative,criticism
tweets_sachiiisadhna,"They will definitely just do promises , but won't do any works , that's their passion 
#KapilExposesKejriwal",definitely promise wont work thats passion,negative,criticism
tweets_i_sha_dutta,"Sacked minister Kapil Mishra has levelled charges of money laundering against the Aam Aadmi Party, and dared Arvind Kejriwal to quit as Delhi.
#KapilExposesKejriwal",sacked minister kapil mishra level charge money launder aam aadmi party dare arvind kejriwal quit delhi,negative,criticism
tweets_rajeshpandeyIND,That you are engaged in looting Gujarat but Modi ji will not allow Gujarat to be looted there. #KapilExposesKejriwal,engage loot gujarat modi ji not allow gujarat loot,negative,criticism
tweets_Ishaaxxa31912,Pay attention to this...I think this is the best news that you are waiting for the whole day #KapilExposesKejriwal,pay attention thisi think best news wait whole day,negative,criticism
tweets_ByDaulee,throwing stones on Gujarat Targeting Modi But the enmity is playing with India #KapilExposesKejriwal,throw stone gujarat target modi enmity playing india,negative,criticism
tweets_salonicasm_12,"We teach young children that taking anything from someone for free is wrong because the person who has come to give it to you has come to steal it.
#KapilExposesKejriwal",teach young child take anything someone free wrong person come give come steal,negative,criticism
tweets_Pooja23890,"Such a disgusting act
Aam Aadmi party should work according to their promises done at the time of elections. But they are busy in doing corruption.
#KapilExposesKejriwal",disgust act aam aadmi party work accord promise time election busy corruption,negative,criticism
tweets_AnnuSood1000,"This is reality is that employee's also stopped get salary exposes ????
 #KapilExposesKejriwal",reality employee also stop get salary expose,negative,criticism
tweets_Retasi16,Delhi and in which department?  According to RTI only 3246 jobs were given in Delhi in the country in the last 7 years #KapilExposesKejriwal,delhi department accord rti 3246 job give delhi country last 7 year,negative,criticism
